Invoices_h_r_id,Account_id,Emp_id,Date_d,Time_t,Total_total
1402,261,1,05/04/2022,09:06:05 م,
1427,345,22,06/04/2022,08:19:53 م,390
1541,748,23,12/04/2022,11:05:39 ص,9
1496,2169,1,10/04/2022,01:30:09 م,
1477,368,1,09/04/2022,03:34:29 م,2400
1449,703,22,07/04/2022,05:07:37 م,82
1403,650,1,05/04/2022,09:06:36 م,1060
1497,2169,1,10/04/2022,01:30:40 م,259
1428,280,15,06/04/2022,08:51:14 م,43
1478,1177,1,09/04/2022,03:37:17 م,2740
1450,1714,22,07/04/2022,05:08:16 م,313
1404,318,23,05/04/2022,09:07:32 م,364
1429,2216,0,06/04/2022,09:16:03 م,20
1479,1376,15,09/04/2022,04:11:24 م,221
1498,2169,1,10/04/2022,01:31:14 م,1660
1451,1714,22,07/04/2022,05:08:53 م,187
1430,1311,1,06/04/2022,09:18:37 م,100
1405,275,22,05/04/2022,09:09:09 م,245
1480,716,22,09/04/2022,06:08:29 م,97.5
1431,1311,1,06/04/2022,09:22:46 م,440
1406,655,23,05/04/2022,09:11:32 م,143
1452,373,22,07/04/2022,05:09:49 م,
1453,373,22,07/04/2022,05:10:04 م,65.5
1432,1615,22,06/04/2022,09:26:26 م,282
1481,1633,23,09/04/2022,08:06:02 م,93
1454,601,23,07/04/2022,05:13:22 م,263.4
1407,655,23,05/04/2022,09:22:00 م,79.5
1433,1615,22,06/04/2022,09:34:01 م,45
1455,218,22,07/04/2022,05:27:22 م,433
1408,977,15,05/04/2022,09:41:02 م,84
1434,472,1,06/04/2022,10:08:19 م,152
1435,1338,1,06/04/2022,10:08:36 م,138
1436,748,23,06/04/2022,10:09:17 م,126
1409,956,22,05/04/2022,11:17:28 م,371.5
1437,748,23,06/04/2022,10:09:40 م,282.5
1440,261,1,07/04/2022,10:40:21 ص,239
1456,1116,22,07/04/2022,05:27:48 م,63
1499,1341,15,10/04/2022,01:49:09 م,287
1562,2086,22,13/04/2022,01:21:26 م,85
1575,2246,15,14/04/2022,10:10:38 ص,15
1598,2112,23,16/04/2022,01:10:47 م,194
1520,1954,22,11/04/2022,04:06:55 م,200
1543,2249,0,12/04/2022,02:47:17 م,65
1457,1716,23,07/04/2022,08:47:25 م,150
1576,542,1,14/04/2022,12:52:07 م,50
1482,1633,23,09/04/2022,08:06:17 م,
1570,1698,15,13/04/2022,02:33:21 م,65
1458,753,23,07/04/2022,09:18:55 م,304
1500,2142,0,10/04/2022,02:45:00 م,42
1545,1770,23,12/04/2022,03:14:53 م,645
1521,2227,22,11/04/2022,04:08:06 م,
1483,294,23,09/04/2022,08:12:08 م,240
1459,686,22,07/04/2022,09:33:17 م,225
1501,2139,15,10/04/2022,04:00:39 م,452.5
1522,2227,22,11/04/2022,04:08:22 م,
1484,294,23,09/04/2022,08:23:11 م,150
1546,2062,15,12/04/2022,03:30:58 م,55
1460,336,23,07/04/2022,09:43:50 م,128
1523,2227,22,11/04/2022,04:08:36 م,
1461,1481,22,07/04/2022,09:44:26 م,80.5
1485,1626,22,09/04/2022,09:15:52 م,192
1502,685,23,10/04/2022,04:16:47 م,314
1547,159,23,12/04/2022,04:15:29 م,439
1524,2227,22,11/04/2022,04:14:31 م,138
1462,667,22,07/04/2022,09:45:31 م,142
1486,1340,1,09/04/2022,09:24:18 م,135
1525,733,23,11/04/2022,04:15:57 م,452.5
1463,667,22,07/04/2022,09:46:44 م,146
1503,1611,15,10/04/2022,04:18:14 م,87
1487,2124,0,09/04/2022,11:07:22 م,51
1464,336,23,07/04/2022,09:51:05 م,109
1504,1404,15,10/04/2022,04:43:09 م,58.5
1488,1697,22,09/04/2022,11:14:11 م,255
1465,212,22,07/04/2022,10:50:26 م,98
1489,2154,15,09/04/2022,11:20:22 م,622
1505,1712,23,10/04/2022,04:58:39 م,26
1466,1254,22,07/04/2022,12:35:17 ص,135
1506,210,1,10/04/2022,05:00:51 م,124
1490,1116,22,09/04/2022,11:22:37 م,
1467,490,23,07/04/2022,01:00:04 ص,77.5
1491,1116,22,09/04/2022,11:22:54 م,224
1507,1481,22,10/04/2022,05:01:31 م,183
1468,2086,22,07/04/2022,01:00:23 ص,170
1469,1254,22,07/04/2022,01:21:43 ص,103762.51
1508,1985,15,10/04/2022,05:13:18 م,47
1548,181,23,12/04/2022,04:23:35 م,405
1571,1698,15,13/04/2022,02:33:56 م,57
1526,682,22,11/04/2022,04:23:06 م,
1577,1164,22,14/04/2022,02:25:17 م,44
1599,502,23,16/04/2022,01:31:57 م,238
1611,2035,22,17/04/2022,12:07:06 م,75
1648,150,23,18/04/2022,03:13:31 م,70
1527,1398,15,11/04/2022,04:44:08 م,37
1509,276,15,10/04/2022,05:32:15 م,129.5
1549,210,1,12/04/2022,04:24:11 م,320
1563,502,23,13/04/2022,01:22:16 م,60
1578,405,22,14/04/2022,03:09:41 م,237.5
1600,1495,15,16/04/2022,01:36:26 م,255
1510,2181,23,10/04/2022,08:46:20 م,126
1528,326,23,11/04/2022,05:48:04 م,56
1550,753,23,12/04/2022,04:24:57 م,88.5
1572,1714,22,13/04/2022,03:28:32 م,87.5
1529,1715,22,11/04/2022,08:43:51 م,540
1511,730,1,10/04/2022,08:46:43 م,705
1551,716,22,12/04/2022,04:27:42 م,216
1579,1633,23,14/04/2022,03:11:17 م,263
1573,685,23,13/04/2022,04:22:16 م,683.5
1512,216,23,10/04/2022,08:47:01 م,313
1530,1715,22,11/04/2022,08:44:06 م,45
1552,748,23,12/04/2022,04:28:16 م,54.25
1564,543,1,13/04/2022,01:23:28 م,114
1513,168,22,10/04/2022,09:57:17 م,246
1580,2197,1,14/04/2022,03:11:55 م,
1531,2092,22,11/04/2022,08:44:39 م,189
1532,1776,15,11/04/2022,09:23:36 م,150
1514,2227,22,10/04/2022,10:05:03 م,8869
1553,748,23,12/04/2022,04:53:00 م,
1565,2142,0,13/04/2022,01:24:14 م,85
1554,748,23,12/04/2022,04:53:34 م,9
1533,1069,23,11/04/2022,09:27:08 م,350
1555,1864,15,12/04/2022,05:07:19 م,
1534,242,1,11/04/2022,09:35:17 م,282
1535,682,22,11/04/2022,09:35:36 م,72
1515,956,22,10/04/2022,10:57:37 م,358.5
1556,1864,15,12/04/2022,05:09:37 م,74
1536,1770,23,11/04/2022,09:35:55 م,462.5
1557,748,23,12/04/2022,05:10:38 م,
1537,2126,0,11/04/2022,10:04:42 م,405
1558,748,23,12/04/2022,05:11:02 م,
1538,710,1,11/04/2022,10:09:47 م,541
1539,1254,22,11/04/2022,11:31:25 م,
1540,1254,22,11/04/2022,11:31:43 م,910
1559,1981,22,12/04/2022,05:55:02 م,142
1574,595,22,13/04/2022,05:52:59 م,282
1605,1489,22,16/04/2022,05:07:35 م,866
1612,1001,22,17/04/2022,12:08:54 م,1215
1590,1065,1,14/04/2022,09:52:22 م,255
1601,1495,15,16/04/2022,01:38:20 م,
1581,750,23,14/04/2022,03:14:35 م,100
1649,1481,22,18/04/2022,03:23:41 م,
1671,336,23,19/04/2022,02:23:26 م,249.5
1560,716,22,12/04/2022,05:57:56 م,390
1696,2249,0,20/04/2022,11:40:12 ص,136
1714,2197,1,20/04/2022,10:50:16 م,425.5
1715,593,1,21/04/2022,01:42:01 م,640
1602,222,23,16/04/2022,03:05:27 م,22.5
1650,1481,22,18/04/2022,03:23:51 م,113
1582,507,15,14/04/2022,04:23:35 م,148
1561,651,15,12/04/2022,09:49:09 م,
1566,291,23,13/04/2022,01:24:43 م,458
1603,709,15,16/04/2022,03:16:18 م,115
1613,517,22,17/04/2022,12:09:35 م,
1583,1697,22,14/04/2022,05:39:38 م,1035
1651,256,23,18/04/2022,04:47:20 م,257
1567,2086,22,13/04/2022,01:26:38 م,44
1672,935,22,19/04/2022,02:33:34 م,762
1614,517,22,17/04/2022,02:47:26 م,3390
1604,1856,15,16/04/2022,04:38:29 م,157
1584,2169,1,14/04/2022,08:01:04 م,332
1568,2197,1,13/04/2022,01:27:26 م,270
1652,150,23,18/04/2022,05:06:07 م,185.25
1585,1061,1,14/04/2022,08:15:10 م,4502
1615,599,22,17/04/2022,03:11:35 م,
1606,2193,15,16/04/2022,08:06:17 م,142
1607,2249,0,16/04/2022,08:25:34 م,63
1616,391,22,17/04/2022,03:12:54 م,41.5
1586,227,15,14/04/2022,08:19:13 م,86
1608,1633,23,16/04/2022,08:53:38 م,156.5
1617,391,22,17/04/2022,03:14:51 م,513
1587,600,23,14/04/2022,08:43:53 م,218
1609,256,23,16/04/2022,08:55:53 م,229
1588,2068,15,14/04/2022,08:45:30 م,20
1589,1481,22,14/04/2022,08:52:11 م,271
1591,935,22,14/04/2022,11:47:52 م,
1592,935,22,14/04/2022,11:48:15 م,
1593,935,22,14/04/2022,11:49:04 م,162
1594,956,22,14/04/2022,12:55:28 ص,235
1595,2229,23,14/04/2022,01:20:27 ص,154
1596,621,23,16/04/2022,10:51:52 ص,115
1597,722,15,16/04/2022,11:16:51 ص,111
1610,173,1,16/04/2022,09:16:31 م,170
1618,1001,22,17/04/2022,03:18:59 م,746
1653,697,1,18/04/2022,07:54:39 م,156
1673,748,23,19/04/2022,03:05:00 م,76
1697,685,23,20/04/2022,11:47:54 ص,267
1716,678,23,21/04/2022,01:42:23 م,32
1744,2193,15,23/04/2022,01:37:48 م,150
1753,192,22,24/04/2022,01:53:40 م,387
1619,918,22,17/04/2022,03:20:25 م,415.5
1654,1085,23,18/04/2022,08:09:23 م,259
1670,1164,22,19/04/2022,12:44:11 م,21.5
1717,284,1,21/04/2022,01:45:58 م,358
1698,2143,0,20/04/2022,11:50:04 ص,115
1620,710,1,17/04/2022,03:21:30 م,74.5
1745,2186,23,23/04/2022,04:12:16 م,143
1655,1447,15,18/04/2022,08:20:36 م,131
1674,2116,22,19/04/2022,03:05:38 م,64.25
1621,904,1,17/04/2022,03:23:04 م,71.5
1640,685,23,18/04/2022,12:32:13 م,292
1699,2217,15,20/04/2022,12:36:32 م,520
1622,1269,23,17/04/2022,04:13:03 م,42
1656,733,23,18/04/2022,09:37:52 م,45
1666,223,15,19/04/2022,11:20:01 ص,113
1623,2154,15,17/04/2022,04:38:44 م,72
1641,396,22,18/04/2022,01:50:08 م,197.5
1675,297,1,19/04/2022,03:29:14 م,804
1624,1481,22,17/04/2022,04:39:28 م,504
1642,1364,22,18/04/2022,01:50:35 م,240
1625,330,23,17/04/2022,05:04:54 م,22
1657,733,23,18/04/2022,09:38:45 م,
1676,655,23,19/04/2022,04:07:17 م,291
1626,517,22,17/04/2022,05:05:20 م,
1658,183,1,18/04/2022,09:40:48 م,1165
1627,517,22,17/04/2022,05:05:47 م,
1628,730,1,17/04/2022,05:07:41 م,177.5
1629,421,22,17/04/2022,05:09:24 م,123.5
1643,1335,1,18/04/2022,01:51:31 م,43
1630,1561,22,17/04/2022,05:10:17 م,327
1631,1954,22,17/04/2022,05:11:40 م,784
1644,1422,23,18/04/2022,01:51:52 م,572
1645,1338,1,18/04/2022,01:54:48 م,774
1632,1065,1,17/04/2022,05:45:30 م,85
1633,680,23,17/04/2022,05:47:10 م,49
1634,2169,1,17/04/2022,06:07:26 م,
1635,168,22,17/04/2022,06:18:32 م,215.5
1636,1770,23,17/04/2022,06:18:58 م,846
1637,599,22,17/04/2022,06:19:41 م,732
1659,667,22,18/04/2022,09:41:41 م,336
1677,724,1,19/04/2022,04:07:47 م,
1718,216,23,21/04/2022,01:46:41 م,506
1746,160,22,23/04/2022,04:12:42 م,3666
1700,1219,15,20/04/2022,12:47:28 م,
1762,816,0,24/04/2022,03:24:31 م,125.5
1791,1714,22,25/04/2022,05:02:41 م,320
1678,1716,23,19/04/2022,04:09:39 م,66
1797,281,23,26/04/2022,01:23:50 م,189
1660,601,23,18/04/2022,09:42:51 م,
1667,2086,22,19/04/2022,11:55:40 ص,138
1689,1863,23,19/04/2022,09:04:49 م,
1638,1697,22,17/04/2022,10:13:41 م,207
1661,1364,22,18/04/2022,09:44:44 م,195
1719,216,23,21/04/2022,01:47:07 م,
1747,212,22,23/04/2022,04:13:14 م,903
1639,1489,22,17/04/2022,10:21:20 م,180
1679,1312,1,19/04/2022,04:11:03 م,305
1701,2217,15,20/04/2022,01:05:22 م,80
1720,703,22,21/04/2022,01:52:27 م,244
1646,1335,1,18/04/2022,01:55:51 م,117
1748,625,1,23/04/2022,04:27:43 م,358
1680,724,1,19/04/2022,04:13:09 م,164
1647,2181,23,18/04/2022,01:56:55 م,276
1702,396,22,20/04/2022,01:22:35 م,70
1690,1863,23,19/04/2022,09:05:24 م,1841
1721,284,1,21/04/2022,01:56:27 م,344
1668,2086,22,19/04/2022,11:56:57 ص,270
1703,210,1,20/04/2022,01:23:25 م,45
1662,1831,22,18/04/2022,09:45:12 م,362
1722,284,1,21/04/2022,01:56:40 م,68
1681,659,23,19/04/2022,04:29:30 م,95
1663,1116,22,18/04/2022,09:45:47 م,198
1704,1652,15,20/04/2022,01:27:26 م,
1682,2246,15,19/04/2022,04:32:25 م,145
1723,2210,22,21/04/2022,02:32:46 م,1955
1705,691,15,20/04/2022,02:23:27 م,94
1664,733,23,18/04/2022,09:47:11 م,
1665,621,23,19/04/2022,10:24:26 ص,199
1706,1061,1,20/04/2022,04:15:36 م,580
1669,1377,15,19/04/2022,12:28:01 م,69
1707,1522,1,20/04/2022,04:16:39 م,773
1683,624,15,19/04/2022,05:13:55 م,247.5
1684,216,23,19/04/2022,05:23:29 م,
1685,716,22,19/04/2022,05:25:15 م,283
1686,716,22,19/04/2022,05:25:33 م,129
1687,673,22,19/04/2022,05:26:37 م,258
1688,733,23,19/04/2022,05:44:45 م,36.5
1724,697,1,21/04/2022,03:09:08 م,576
1749,694,22,23/04/2022,05:25:56 م,242.5
1708,513,1,20/04/2022,04:23:57 م,40
1763,748,23,24/04/2022,03:34:24 م,64.5
1792,1036,23,25/04/2022,05:02:56 م,
1798,753,23,26/04/2022,02:16:00 م,31.75
1866,159,23,28/04/2022,05:33:39 م,399
1883,237,15,29/04/2022,01:46:01 م,130
1725,468,23,21/04/2022,03:40:13 م,1062
1709,703,22,20/04/2022,04:36:19 م,
1691,1863,23,19/04/2022,09:13:53 م,115
1731,2070,23,21/04/2022,05:08:48 م,308
1786,545,22,25/04/2022,02:24:49 م,35.5
1710,1716,23,20/04/2022,04:42:17 م,76.5
1750,502,23,23/04/2022,05:54:51 م,
1754,438,23,24/04/2022,01:54:55 م,46
1799,653,22,26/04/2022,02:16:58 م,387
1692,601,23,19/04/2022,09:14:47 م,340
1818,875,1,27/04/2022,12:30:32 م,43.5
1732,231,22,21/04/2022,05:10:17 م,
1751,502,23,23/04/2022,05:55:09 م,141.5
1711,1716,23,20/04/2022,04:42:35 م,303
1726,601,23,21/04/2022,03:41:00 م,48
1736,730,1,21/04/2022,05:34:35 م,1201.5
1755,1873,1,24/04/2022,01:55:32 م,2392
1776,2198,1,25/04/2022,11:54:14 ص,198
1712,600,23,20/04/2022,04:43:56 م,150
1693,753,23,19/04/2022,09:27:37 م,189
1727,261,1,21/04/2022,04:10:45 م,212
1752,1633,23,23/04/2022,05:55:48 م,204.5
1713,467,15,20/04/2022,08:34:19 م,60.5
1694,546,1,19/04/2022,09:28:14 م,191
1777,721,15,25/04/2022,12:45:39 م,157
1728,261,1,21/04/2022,04:11:19 م,561
1695,234,15,19/04/2022,09:29:15 م,137
1729,261,1,21/04/2022,04:12:24 م,36
1730,1561,22,21/04/2022,04:50:41 م,150
1756,210,1,24/04/2022,01:56:32 م,93
1757,472,1,24/04/2022,01:57:03 م,
1733,231,22,21/04/2022,05:10:36 م,454
1758,472,1,24/04/2022,01:57:55 م,141.5
1734,1498,22,21/04/2022,05:20:25 م,302
1735,490,23,21/04/2022,05:31:01 م,285
1737,315,1,21/04/2022,05:49:38 م,256
1738,685,23,21/04/2022,08:29:43 م,226
1739,2070,23,21/04/2022,09:17:05 م,103
1740,569,23,21/04/2022,09:18:11 م,99
1741,184,22,21/04/2022,09:43:50 م,80
1759,1603,22,24/04/2022,01:58:25 م,288
1779,688,15,25/04/2022,01:23:24 م,130
1800,2027,1,26/04/2022,05:28:08 م,
1819,429,1,27/04/2022,12:49:31 م,375
1867,1487,15,28/04/2022,05:38:08 م,110
1913,1715,22,29/04/2022,05:58:18 م,1147.5
1919,1504,15,30/04/2022,11:36:03 ص,540
1937,292,1,30/04/2022,04:43:29 م,532
1742,288,22,21/04/2022,11:05:34 م,184
1801,2027,1,26/04/2022,05:28:44 م,134.5
1760,1697,22,24/04/2022,01:58:47 م,1472.5
1778,2107,23,25/04/2022,01:06:55 م,113.5
1820,1338,1,27/04/2022,12:50:14 م,62
1882,2249,0,29/04/2022,01:32:24 م,226
1743,751,23,21/04/2022,11:05:59 م,184
1802,748,23,26/04/2022,05:54:20 م,53
1761,453,23,24/04/2022,01:59:48 م,128
1790,670,15,25/04/2022,04:13:02 م,420
1803,647,1,26/04/2022,05:54:31 م,
1764,227,15,24/04/2022,04:24:06 م,150
1793,1831,22,25/04/2022,05:03:06 م,276
1821,2267,15,27/04/2022,01:25:04 م,295
1864,2249,0,28/04/2022,04:52:24 م,148
1804,2256,23,26/04/2022,06:00:19 م,450
1765,261,1,24/04/2022,05:02:50 م,
1794,1909,15,25/04/2022,05:04:39 م,
1822,620,15,27/04/2022,01:29:51 م,1745
1766,261,1,24/04/2022,05:03:23 م,141
1856,2249,0,28/04/2022,01:29:33 م,114
1795,1909,15,25/04/2022,05:07:04 م,76
1767,693,22,24/04/2022,05:04:00 م,127
1805,733,23,26/04/2022,06:08:38 م,3333.5
1768,199,23,24/04/2022,05:13:49 م,155
1780,682,22,25/04/2022,01:28:58 م,142
1806,733,23,26/04/2022,06:09:08 م,45
1769,242,23,24/04/2022,05:44:41 م,
1807,697,1,26/04/2022,06:10:04 م,576
1770,273,23,24/04/2022,05:46:01 م,219
1781,200,23,25/04/2022,01:29:45 م,3590.5
1771,336,23,24/04/2022,08:12:58 م,141.5
1772,1716,23,24/04/2022,09:39:11 م,143
1787,2181,23,25/04/2022,02:25:36 م,
1773,2256,23,24/04/2022,09:43:54 م,150
1774,722,15,25/04/2022,10:25:03 ص,87
1775,2249,0,25/04/2022,10:31:15 ص,87
1782,2086,22,25/04/2022,01:31:54 م,
1783,1689,22,25/04/2022,01:33:41 م,27
1784,2086,22,25/04/2022,01:34:06 م,547.5
1808,1561,22,26/04/2022,08:27:19 م,412.5
1857,1821,23,28/04/2022,01:44:05 م,165
1914,457,22,29/04/2022,08:11:43 م,211.5
1823,513,1,27/04/2022,01:30:43 م,630
1920,1319,15,30/04/2022,11:36:58 ص,
1938,2086,22,30/04/2022,04:49:35 م,168
1950,753,23,01/05/2022,10:36:35 ص,129
1966,233,22,07/05/2022,02:54:12 م,66
1809,2068,15,26/04/2022,08:34:20 م,150
1868,1487,15,28/04/2022,05:49:19 م,137.5
1824,931,1,27/04/2022,01:31:28 م,157.5
1785,1512,22,25/04/2022,01:43:23 م,151.5
1915,673,22,29/04/2022,09:42:02 م,95
1810,2142,0,26/04/2022,09:18:39 م,186
1939,2086,22,30/04/2022,04:50:07 م,291
1951,276,15,01/05/2022,11:01:53 ص,234.5
1825,1243,15,27/04/2022,02:17:05 م,
1788,2035,22,25/04/2022,02:26:11 م,147
1869,2169,1,28/04/2022,07:49:55 م,126
1811,272,22,26/04/2022,09:19:00 م,310
1916,2249,0,30/04/2022,10:15:32 ص,195
1826,1243,15,27/04/2022,02:18:21 م,
1789,1347,15,25/04/2022,02:26:38 م,80
1870,1716,23,28/04/2022,07:50:57 م,932
1812,1116,22,26/04/2022,09:19:17 م,85.5
1898,1268,15,29/04/2022,03:10:58 م,80
1921,2249,0,30/04/2022,11:55:42 ص,73
1827,1243,15,27/04/2022,02:19:44 م,91.25
1796,2114,15,25/04/2022,09:45:53 م,250
1813,649,1,26/04/2022,09:20:03 م,323.5
1828,1716,23,27/04/2022,02:23:09 م,260
1884,345,22,29/04/2022,01:55:01 م,379
1829,2057,1,27/04/2022,02:23:50 م,150
1814,421,22,26/04/2022,10:10:42 م,741
1830,1346,15,27/04/2022,02:24:44 م,142
1849,1942,15,28/04/2022,11:52:36 ص,
1815,1230,0,26/04/2022,10:11:05 م,435
1850,2249,0,28/04/2022,12:25:28 م,71.25
1831,739,15,27/04/2022,02:30:47 م,42.5
1816,420,1,26/04/2022,10:15:12 م,210
1851,750,23,28/04/2022,12:37:41 م,
1832,1346,15,27/04/2022,02:31:46 م,79
1817,722,15,27/04/2022,10:36:09 ص,87
1852,750,23,28/04/2022,12:38:17 م,1903
1833,733,23,27/04/2022,03:23:21 م,525
1834,1364,22,27/04/2022,03:23:32 م,195
1847,675,15,28/04/2022,11:12:25 ص,25
1835,345,22,27/04/2022,03:24:20 م,105
1861,408,15,28/04/2022,02:51:16 م,256
1885,2086,22,29/04/2022,01:57:37 م,123
1922,1522,1,30/04/2022,12:59:16 م,172
1940,935,22,30/04/2022,05:02:30 م,675
1952,1597,15,01/05/2022,11:10:01 ص,435.5
1967,233,22,07/05/2022,02:55:59 م,231
1983,360,22,08/05/2022,01:01:46 م,118
1998,733,23,09/05/2022,11:30:24 ص,
1836,2249,0,27/04/2022,03:26:15 م,142
1848,675,15,28/04/2022,11:22:24 ص,72.5
1917,2249,0,30/04/2022,10:55:29 ص,
1918,2249,0,30/04/2022,10:56:35 ص,
1968,233,22,07/05/2022,02:57:15 م,66
1853,2070,23,28/04/2022,12:39:45 م,256
1837,1404,15,27/04/2022,04:15:06 م,390
1858,386,22,28/04/2022,02:24:41 م,333
1953,427,15,01/05/2022,12:19:36 م,808
1838,342,15,27/04/2022,04:55:10 م,417
1871,1697,22,28/04/2022,07:51:52 م,534
1923,703,22,30/04/2022,12:59:58 م,75
1839,256,23,27/04/2022,05:27:33 م,228
1859,1714,22,28/04/2022,02:29:56 م,35.5
1924,2197,1,30/04/2022,01:00:17 م,424
1886,2086,22,29/04/2022,01:58:16 م,46
1954,160,22,01/05/2022,01:29:37 م,1725
1840,1851,22,27/04/2022,05:28:50 م,250
1872,2249,0,28/04/2022,08:30:24 م,215
1925,2197,1,30/04/2022,01:00:57 م,319
1887,345,22,29/04/2022,02:02:37 م,
1841,354,1,27/04/2022,08:06:35 م,1287
1926,667,22,30/04/2022,01:01:18 م,138.5
1854,182,23,28/04/2022,12:45:45 م,
1842,625,1,27/04/2022,08:45:35 م,312
1855,477,15,28/04/2022,12:46:21 م,58.75
1843,625,1,27/04/2022,08:46:55 م,63
1860,2190,1,28/04/2022,02:33:51 م,187
1844,511,15,27/04/2022,09:53:57 م,170
1892,326,23,29/04/2022,02:35:22 م,535
1863,1633,23,28/04/2022,02:53:19 م,66
1888,2086,22,29/04/2022,02:03:12 م,
1845,2197,1,27/04/2022,11:01:13 م,230
1862,511,15,28/04/2022,02:52:47 م,305
1846,2281,15,27/04/2022,11:31:32 م,360
1865,1498,22,28/04/2022,04:53:34 م,617
1873,2217,15,28/04/2022,08:36:24 م,127
1874,995,15,28/04/2022,08:59:33 م,160
1875,1603,22,28/04/2022,09:05:15 م,601
1889,1495,15,29/04/2022,02:26:57 م,1372.5
1927,210,1,30/04/2022,01:02:39 م,2256
1948,1716,23,30/04/2022,09:06:12 م,180
1955,1635,15,01/05/2022,01:46:50 م,195
1969,2174,15,07/05/2022,04:01:29 م,216
1984,753,23,08/05/2022,02:12:44 م,648
1999,733,23,09/05/2022,11:46:36 ص,210
2041,1164,22,10/05/2022,11:30:29 ص,1940
1876,1689,22,28/04/2022,09:06:08 م,252
1897,553,22,29/04/2022,02:43:22 م,318
1928,368,1,30/04/2022,01:04:50 م,2604
1942,2070,23,30/04/2022,05:41:45 م,253
1956,467,15,01/05/2022,01:51:33 م,245
1970,1635,15,07/05/2022,06:14:59 م,105
1877,1697,22,28/04/2022,09:06:28 م,
1929,295,23,30/04/2022,01:06:56 م,49.5
1878,2249,0,28/04/2022,09:07:42 م,69
1957,2031,22,01/05/2022,02:31:46 م,380
1930,166,15,30/04/2022,01:20:08 م,245.5
1944,649,1,30/04/2022,08:06:41 م,906
1890,1495,15,29/04/2022,02:28:49 م,149
1879,1716,23,28/04/2022,09:43:10 م,
1899,493,23,29/04/2022,04:04:01 م,283
1971,1164,22,07/05/2022,06:44:22 م,1300
1977,502,23,08/05/2022,11:23:04 ص,
1880,1716,23,28/04/2022,09:43:49 م,
1900,2158,22,29/04/2022,04:05:03 م,
1881,234,15,29/04/2022,11:33:26 ص,
1945,542,1,30/04/2022,08:11:30 م,142.5
1941,1976,22,30/04/2022,05:08:01 م,111
1931,1268,15,30/04/2022,01:26:27 م,50
1958,2169,1,01/05/2022,02:47:30 م,462.5
1932,1495,15,30/04/2022,01:55:28 م,442.5
1891,345,22,29/04/2022,02:31:36 م,26
1933,1495,15,30/04/2022,01:56:08 م,417
1893,1863,23,29/04/2022,02:36:02 م,91.25
1934,242,1,30/04/2022,02:37:19 م,256
1894,1067,15,29/04/2022,02:36:39 م,157
1935,2268,22,30/04/2022,03:22:47 م,421.5
1895,396,22,29/04/2022,02:37:04 م,167
1896,256,23,29/04/2022,02:37:36 م,52.5
1936,1487,15,30/04/2022,03:34:46 م,112.5
1901,2158,22,29/04/2022,04:05:41 م,362
1902,1715,22,29/04/2022,04:07:37 م,305
1903,1189,15,29/04/2022,04:13:23 م,368.5
1904,2068,15,29/04/2022,04:18:27 م,20
1905,659,23,29/04/2022,04:34:22 م,71
1959,1576,15,01/05/2022,02:54:06 م,150
1972,1902,22,07/05/2022,06:44:54 م,520.5
2009,2190,1,09/05/2022,02:23:19 م,416
2020,2068,15,09/05/2022,07:52:49 م,153
1943,1481,22,30/04/2022,05:49:18 م,1290
2049,1633,23,10/05/2022,03:19:19 م,
2076,2249,0,11/05/2022,01:24:30 م,158
2102,2246,15,12/05/2022,11:16:26 ص,103.5
1985,2198,1,08/05/2022,02:19:32 م,
1906,295,23,29/04/2022,04:52:50 م,193.8
1960,467,15,01/05/2022,02:59:52 م,90
1946,1688,1,30/04/2022,08:57:17 م,92
2050,254,23,10/05/2022,03:19:57 م,132
1973,1714,22,07/05/2022,06:46:31 م,314
1978,502,23,08/05/2022,11:23:16 ص,
2008,1944,15,09/05/2022,01:07:38 م,260
1961,898,22,01/05/2022,03:07:27 م,292
1907,457,22,29/04/2022,04:54:23 م,305
1947,1311,1,30/04/2022,08:59:21 م,172.5
2079,733,23,11/05/2022,02:21:20 م,49
1979,1338,1,08/05/2022,11:23:54 ص,
2000,261,1,09/05/2022,11:47:33 ص,1452
1908,392,1,29/04/2022,04:54:41 م,21.25
2051,1716,23,10/05/2022,03:41:58 م,56.25
1949,748,23,30/04/2022,09:08:01 م,397.5
1962,2086,22,01/05/2022,03:23:32 م,36.5
1974,2070,23,08/05/2022,10:30:32 ص,
1909,1539,23,29/04/2022,04:55:14 م,471
2010,682,22,09/05/2022,03:13:50 م,976
1975,2070,23,08/05/2022,10:31:32 ص,
1963,2158,22,01/05/2022,03:24:02 م,260
2052,420,1,10/05/2022,04:09:07 م,234
1976,2070,23,08/05/2022,10:31:55 ص,
1964,2035,22,01/05/2022,04:08:47 م,289
1910,392,1,29/04/2022,04:56:20 م,21.25
1980,502,23,08/05/2022,11:31:33 ص,128
1965,1485,22,01/05/2022,04:29:18 م,89
1911,295,23,29/04/2022,05:23:09 م,138
2011,931,1,09/05/2022,03:32:24 م,157.5
1981,1633,23,08/05/2022,11:32:21 ص,181
1912,342,15,29/04/2022,05:27:41 م,155
2012,1212,15,09/05/2022,04:30:41 م,24
1982,552,22,08/05/2022,11:36:14 ص,66
1986,542,1,08/05/2022,04:53:32 م,1100
1987,595,22,08/05/2022,04:54:00 م,159
1988,453,23,08/05/2022,09:58:48 م,74
1989,1716,23,08/05/2022,10:01:40 م,
1990,1716,23,08/05/2022,10:03:26 م,
